아이스 제주 까망 라떼,스타벅스,라떼,7200
제주 까망 라떼,스타벅스,라떼,7200
제주 쑥쑥 라떼 ,스타벅스,라떼,7200
시그니처 핫 초콜릿,스타벅스,라떼,5300
아이스 시그니처 초콜릿,스타벅스,라떼,5300
플러피 판다 아이스 초콜릿,스타벅스,라떼,6500
플러피 판다 핫 초콜릿,스타벅스,라떼,6500
우유,스타벅스,라떼,4100
스팀 우유,스타벅스,라떼,4100
제주 별다방 땅콩 프라푸치노,스타벅스,프라페,7500
바나나 크림 다크 초코 블렌디드,스타벅스,프라페,6300
더블 에스프레소 칩 프라푸치노,스타벅스,프라페,6100
모카 프라푸치노,스타벅스,프라페,5600
에스프레소 프라푸치노,스타벅스,프라페,5100
자바 칩 프라푸치노,스타벅스,프라페,6100
카라멜 프라푸치노,스타벅스,프라페,5600
화이트 초콜릿 모카 프라푸치노,스타벅스,프라페,5700
바닐라 크림 프라푸치노,스타벅스,프라페,4800
제주 까망 크림 프라푸치노,스타벅스,프라페,7500
제주 쑥떡 크림 프라푸치노,스타벅스,프라페,7500
제주 유기농 말차로 만든 크림 프라푸치노,스타벅스,프라페,6300
초콜릿 크림 칩 프라푸치노,스타벅스,프라페,5700
화이트 딸기 크림 프라푸치노,스타벅스,프라페,6100
화이트 타이거 프라푸치노,스타벅스,프라페,6500
민트 초콜릿 칩 블렌디드,스타벅스,프라페,6100
딸기 딜라이트 요거트 블렌디드,스타벅스,쉐이크,6100
제주 천혜향 블랙 티 블렌디드,스타벅스,스무디,7500
망고 패션 후르츠 블렌디드,스타벅스,스무디,5000
망고 바나나 블렌디드,스타벅스,스무디,6300
피치 & 레몬 블렌디드,스타벅스,스무디,6100
기운내라임 190ML,스타벅스,과일주스,4000
파이팅 청귤 190ML,스타벅스,과일주스,4000
한방에 쭉 감당 190ML,스타벅스,과일주스,4000
도와줘 흑흑 190ML,스타벅스,과일주스,4000
딸기주스 190ML,스타벅스,과일주스,3800
망고주스 190ML,스타벅스,과일주스,4500
수박주스 190ML,스타벅스,과일주스,4000
케일&사과주스 190ML,스타벅스,과일주스,4000
토마토주스 190ML,스타벅스,과일주스,3800
퍼플베리 굿 190ML,스타벅스,과일주스,4000
한라봉주스 190ML,스타벅스,과일주스,4300
햇사과 주스 190ML,스타벅스,과일주스,4000
블루베리 요거트 190ML,스타벅스,과일주스,3900
치아씨드 요거트 190ML,스타벅스,과일주스,3900
스타벅스 오가닉 그릭 요거트,스타벅스,기타,3900
오가닉 그릭 요거트 플레인 JAR,스타벅스,기타,5300
블랙 티 레모네이드 피지오,스타벅스,에이드,5400
쿨 라임 피지오,스타벅스,에이드,5900
패션 탱고 티 레모네이드 피지오,스타벅스,에이드,5400
샤이닝 머스캣 에이드,스타벅스,에이드,5900
제주 청귤 레모네이드,스타벅스,에이드,7000
스타벅스 슬래머,스타벅스,에이드,6500
패션 푸르트 티,스타벅스,티,5600
아이스 패션 푸르트 티,스타벅스,티,5600
별궁 오미자 유스베리 티,스타벅스,티,7000
아이스 별궁 오미자 유스베리 티,스타벅스,티,7000
아이스 푸를 청귤 민트 티,스타벅스,티,7000
아이스 콩고물 블랙 밀크 티,스타벅스,티,7000
콩고물 블랙 밀크 티,스타벅스,티,7000
라임 패션 티,스타벅스,티,5600
민트 블렌드 티,스타벅스,티,4100
아이스 라임 패션 티,스타벅스,티,5600
아이스 민트 블렌드 티,스타벅스,티,4100
아이스 얼 그레이 티,스타벅스,티,4100
아이스 유스베리 티,스타벅스,티,4100
아이스 유자 민트 티,스타벅스,티,5600
아이스 잉글리쉬 브렉퍼스트 티,스타벅스,티,4100
아이스 제주 유기 녹차,스타벅스,티,4900
아이스 캐모마일 블렌드 티,스타벅스,티,4100
아이스 히비스커스 블렌드 티,스타벅스,티,4100
얼 그레이 티,스타벅스,티,4100
유스베리 티,스타벅스,티,4100
유자 민트 티,스타벅스,티,5600
잉글리쉬 브렉퍼스트 티,스타벅스,티,4100
자몽 허니 블랙 티,스타벅스,티,5300
제주 유기 녹차,스타벅스,티,4900
캐모마일 블렌드 티,스타벅스,티,4100
피치 젤리 티,스타벅스,티,5800
히비스커스 블렌드 티,스타벅스,티,4100
아이스 자몽 허니 블랙 티,스타벅스,티,5300
피치 젤리 아이스 티,스타벅스,티,5800
돌체 블랙 밀크 티,스타벅스,티,5800
아이스 돌체 블랙 밀크 티,스타벅스,티,5800
바나나 체커스 케이크,스타벅스,케잌,6300
7 레이어 가나슈 케이크,스타벅스,케잌,5700
라즈베리 쇼콜라,스타벅스,케잌,5900
레드벨벳 크림치즈 케이크,스타벅스,케잌,5500
마스카포네 티라미수 케이크,스타벅스,케잌,5900
번트 치즈 케이크,스타벅스,케잌,6900
블루베리 쿠키 치즈 케이크,스타벅스,케잌,6900
슈크림 가득 바움쿠헨,스타벅스,케잌,6900
진한 녹차 생크림 케이크,스타벅스,케잌,5700
진한 얼 그레이 생크림 케이크,스타벅스,케잌,6900
진한 초콜릿 크레이프 케이크,스타벅스,케잌,5900
진한 초콜릿 퍼지 케이크,스타벅스,케잌,5900
촉촉 슈크림 레이어 케이크,스타벅스,케잌,5900
클라우드 치즈 케이크,스타벅스,케잌,5500
호두 당근 케이크,스타벅스,케잌,6500
당근 현무암 케이크,스타벅스,케잌,6800
백년초콜릿 크런치 케이크,스타벅스,케잌,7200
새코롬 돌코롬 한라봉 케이크,스타벅스,케잌,6500
제주 리얼녹차 티라미수 아일랜드,스타벅스,케잌,7600
티라미수 아일랜드,스타벅스,케잌,7200
얼 그레이 밀크 케이크,스타벅스,케잌,6400
오 허니 케이크,스타벅스,케잌,7400
바나나 슈크림 타르트,스타벅스,베이커리,6500
리얼 피칸 파이,스타벅스,베이커리,5200
밀당 에그 타르트,스타벅스,베이커리,4200
밀당 초코 타르트,스타벅스,베이커리,4200
부드러운 생크림 카스텔라,스타벅스,베이커리,4500
부드러운 티라미수 롤,스타벅스,베이커리,5900
바나나 슈크림 큐브,스타벅스,베이커리,5300
쿠키 블루베리 잼 머핀,스타벅스,베이커리,3800
리얼 감자 베이글,스타벅스,베이커리,3000
리얼 블루베리 베이글,스타벅스,베이커리,3000
리얼 치즈 베이글,스타벅스,베이커리,3000
바질 토마토 크림치즈 베이글,스타벅스,베이커리,5300
미니 클래식 스콘,스타벅스,베이커리,4000
카카오 초콜릿 스콘,스타벅스,베이커리,3500
클래식 스콘,스타벅스,베이커리,3300
트리플 미니 스콘,스타벅스,베이커리,4300
한라봉 스콘,스타벅스,베이커리,4500
거문 오름 크루와상,스타벅스,베이커리,4700
리프 파이,스타벅스,베이커리,3800
매콤 소시지 불고기 베이크,스타벅스,베이커리,4800
뺑 오 쇼콜라,스타벅스,베이커리,4200
스모크드 소시지 브레드,스타벅스,베이커리,4500
연유 밀크모닝,스타벅스,베이커리,4300
올래 미니 크루와상,스타벅스,베이커리,4900
우도 땅콩 데니쉬롤,스타벅스,베이커리,4900
우유 품은 초콜릿 크루와상,스타벅스,베이커리,4900
제주 한라봉 뺑오쇼콜라,스타벅스,베이커리,4500
주상절리 파이,스타벅스,베이커리,4700
초콜릿 롤링 크루와상,스타벅스,베이커리,4700
크림치즈 브리오슈 보스톡,스타벅스,베이커리,4900
프렌치 크루와상,스타벅스,베이커리,3200
하트 파이,스타벅스,베이커리,3200
한 입에 쏙 치즈 꿀 볼,스타벅스,베이커리,4700
유기농 바닐라 아이스크림,스타벅스,아이스크림,2900
유기농 초콜릿 아이스크림,스타벅스,아이스크림,2900
자바 칩 유기농 바닐라 아이스크림,스타벅스,아이스크림,3600
자바 칩 유기농 초콜릿 아이스크림,스타벅스,아이스크림,3600
넛츠 바닐라 아포가토,스타벅스,아이스크림,6300
넛츠 초콜릿 아포가토,스타벅스,아이스크림,6300
바닐라 아포가토,스타벅스,아이스크림,5600
자바 칩 바닐라 아포가토,스타벅스,아이스크림,6300
자바 칩 초콜릿 아포가토,스타벅스,아이스크림,6300
초콜릿 아포가토,스타벅스,아이스크림,5600
B.E.L.T. 샌드위치,스타벅스,샌드위치,5900
단호박 에그 샌드위치,스타벅스,샌드위치,4900
멕시칸 라이스 브리또,스타벅스,샌드위치,5900
미트 볼 샌드위치,스타벅스,샌드위치,6300
바비큐 치킨 치즈 치아바타,스타벅스,샌드위치,5800
베이컨 & 브로콜리 샌드위치,스타벅스,샌드위치,5900
베이컨 치즈 토스트,스타벅스,샌드위치,4900
브렉퍼스트 잉글리쉬 머핀,스타벅스,샌드위치,4200
비프 & 치즈 샌드위치,스타벅스,샌드위치,6300
스윗 칠리 올리브 치아바타,스타벅스,샌드위치,6200
에그 베이컨 포카치아,스타벅스,샌드위치,6200
에그에그 샌드위치,스타벅스,샌드위치,4400
제주 녹차 베이컨 치즈 베이글,스타벅스,샌드위치,6200
제주 당근 산도롱 샌드위치,스타벅스,샌드위치,6900
제주 흑돼지 맨도롱 샌드위치,스타벅스,샌드위치,7400
제주 흑돼지 아보카도 샌드위치,스타벅스,샌드위치,7200
크랜베리 치킨 치즈 샌드위치,스타벅스,샌드위치,4500
크로크 무슈,스타벅스,샌드위치,4600
포크 커틀릿 샌드위치,스타벅스,샌드위치,5900
햄&루꼴라 올리브 샌드위치,스타벅스,샌드위치,6200
화이트 에그 모짜 샌드위치,스타벅스,샌드위치,6200
쉬림프 & 해초 샐러드 밀 박스,스타벅스,샐러드,6500
쉬림프 코코넛 샐러드 밀 박스,스타벅스,샐러드,6500
트러플 머쉬룸 수프,스타벅스,기타,4200
현미 크림 수프,스타벅스,기타,3900
사과 가득 핸디 젤리,스타벅스,기타,2800
제주 자연 청 세트,스타벅스,기타,26000
하루 한 컵 RED,스타벅스,기타,2600
한 입에 쏙 열대 과일칩(망고&파인애플),스타벅스,기타,2900
한 입에 쏙 우리 과일칩(딸기&사과),스타벅스,기타,2900
한라봉 가득 핸디 젤리,스타벅스,기타,2800
New 밀크 푸딩,스타벅스,기타,3300
New 초콜릿 푸딩,스타벅스,기타,3300
로고 코인 다크 초콜릿 (골드),스타벅스,기타,4800
로고 코인 밀크 초콜릿 (실버),스타벅스,기타,4800
로스티드 아몬드 앤 초콜릿,스타벅스,기타,3900
리저브 초콜릿 세트,스타벅스,기타,9000
제주 오름 초콜릿 세트,스타벅스,기타,18500
다크 초콜릿 카우보이 쿠키,스타벅스,기타,2800
버터 가득 라이스 쿠키,스타벅스,기타,3800
오도독 건강한 넛&블루베리,스타벅스,기타,2000
청크 초콜릿 쿠키 틴 세트,스타벅스,기타,15900
초콜릿 월넛 돔 쿠키,스타벅스,기타,3500
현무암 러스크,스타벅스,기타,3800
화이트 초콜릿 카우보이 쿠키,스타벅스,기타,2800
다크 초콜릿 마카롱,스타벅스,기타,2700
바닐라 마카롱,스타벅스,기타,2700
블루베리 마카롱,스타벅스,기타,2700
스트로베리 마카롱,스타벅스,기타,3000
New 한 입에 쏙 고구마,스타벅스,기타,3800
더블 치즈 베이글 칩,스타벅스,기타,2700
라이스 칩(블루베리 잼),스타벅스,기타,2700
베어리스타 오가닉 젤리,스타벅스,기타,2900
스타벅스 찹쌀말랑,스타벅스,기타,3500
씨프렌즈 캔디,스타벅스,기타,4500
아몬드 토피넛 캔디,스타벅스,기타,3500
우리 흑米 카스텔라,스타벅스,기타,9500
우리 米 카스텔라,스타벅스,기타,9500
자일리톨 캔디 크리스탈 레몬,스타벅스,기타,3300
자일리톨 캔디 크리스탈 민트,스타벅스,기타,3300
카라멜 스틱,스타벅스,기타,4500
카라멜 와플,스타벅스,기타,2300
한입에 쏙 공주 알밤,스타벅스,기타,3800
아이스 카라멜 마끼아또 ,커피빈,에스프레소&라떼,6300
아이스 바닐라라떼,커피빈,에스프레소&라떼,5800
아이스 모카라떼,커피빈,에스프레소&라떼,5800
아이스 카페라떼,커피빈,에스프레소&라떼,5300
아이스 아메리카노,커피빈,에스프레소&라떼,4800
아이스 헤이즐넛 아메리카노,커피빈,에스프레소&라떼,5300
카페수아,커피빈,에스프레소&라떼,6300
아이스 더블카페라떼,커피빈,에스프레소&라떼,5800
아이스 에스프레소,커피빈,에스프레소&라떼,5500
콜드브루 라떼 ,커피빈,콜드브루,5500
콜드브루,커피빈,콜드브루,5000
더블카페라떼,커피빈,에스프레소&라떼,5800
헤이즐넛 아메리카노,커피빈,에스프레소&라떼,5300
카라멜 마끼아또,커피빈,에스프레소&라떼,6300
바닐라 라떼,커피빈,에스프레소&라떼,5800
모카 라떼,커피빈,에스프레소&라떼,5800
카페라떼,커피빈,에스프레소&라떼,5300
카푸치노,커피빈,에스프레소&라떼,5300
아메리카노 ,커피빈,에스프레소&라떼,4800
커피빈 커피 ,커피빈,에스프레소&라떼,5000
헤이즐넛 라떼,커피빈,에스프레소&라떼,6300
플랫화이트,커피빈,에스프레소&라떼,5000
커피빈 드립커피,커피빈,에스프레소&라떼,4500
차이라떼,커피빈,라떼,5800
잉글리쉬 브렉퍼스트 라떼,커피빈,라떼,5800
모로칸 민트 라떼,커피빈,라떼,5800
그린 티 라떼,커피빈,라떼,5800
아이스 더블 초코렛,커피빈,라떼,5500
핫 더블 초코렛,커피빈,라떼,5500
핫 바닐라,커피빈,라떼,5500
캐러멜 아이스 블렌디드,커피빈,프라페,6500
헤이즐넛 아이스 블렌디드,커피빈,프라페,6500
모카 아이스 블렌디드,커피빈,프라페,6000
바닐라 아이스 블렌디드 ,커피빈,프라페,6000
화이트 포레스트 아이스 블렌디드,커피빈,프라페,6800
블랙 포레스트 아이스 블렌디드,커피빈,프라페,6800
망고 바나나 아이스 블렌디드,커피빈,스무디,6800
유자 캐모마일 아이스 블렌디드,커피빈,스무디,6500
후레쉬 망고 아이스 블렌디드,커피빈,스무디,6500
베리베리 아이스 블렌디드 ,커피빈,스무디,6800
그린티 아이스 블렌디드,커피빈,스무디,6500
퓨어 바닐라 아이스 블렌디드,커피빈,쉐이크,6000
퓨어 더블 초코렛 아이스 블렌디드,커피빈,쉐이크,6000
샤인 머스캣 주스,커피빈,과일주스,4800
구아바 주스,커피빈,과일주스,4000
유자파인애플 주스,커피빈,과일주스,4000
감귤당근주스,커피빈,과일주스,4000
수박 주스 ,커피빈,과일주스,4000
토마토 주스,커피빈,과일주스,4000
레드 밸런스 ,커피빈,과일주스,4300
프룻 밸런스,커피빈,과일주스,4300
그린 밸런스,커피빈,과일주스,4300
슈퍼 밸런스,커피빈,과일주스,4300
스트로베리 주스,커피빈,과일주스,4000
스파클링 스웨디쉬 레몬 ,커피빈,에이드,6300
스파클링 망고,커피빈,에이드,6300
겐마이차 그린,커피빈,티,5000
작설,커피빈,티,5000
프래그런트 나이트 자스민,커피빈,티,5000
모로칸 민트,커피빈,티,5000
잉글리쉬 브랙퍼스트,커피빈,티,5000
살구실론 ,커피빈,티,5000
파미그래네이트 블루베리,커피빈,티,5000
얼 그레이,커피빈,티,5000
진셍 페퍼민트 ,커피빈,티,5000
레몬 캐모마일,커피빈,티,5000
아프리칸 선라이즈,커피빈,티,5000
스웨디쉬 베리즈,커피빈,티,5000
초코 & 얼그레이 하프 롤,커피빈,케잌,23000
얼그레이 커스터드 롤,커피빈,케잌,21000
헤이즐넛 다크초코 롤,커피빈,케잌,23000
시그니처 듀얼케이크 3호,커피빈,케잌,47000
초콜릿무스 케이크,커피빈,케잌,5700
시카고치즈 케이크 3호,커피빈,케잌,47000
시카고치즈 케이크 2호,커피빈,케잌,37000
티라미수 케이크,커피빈,케잌,33000
까망베르치즈케이크 2호,커피빈,케잌,35000
까망베르치즈케이크 1호,커피빈,케잌,28000
레드벨벳케익,커피빈,케잌,5300
블랙 쿠키 케이크,커피빈,케잌,34000
제주 말차 통팥 롤,커피빈,케잌,4900
글루텐 프리 아몬드 카라멜 큐브 파운드 케익,커피빈,케잌,2900
글루켄 프리 얼그레이 큐브 파운드 케익,커피빈,케잌,2900
오렌지 쇼콜라 큐브 파운드 케이크,커피빈,케잌,2500
애플 크럼블 큐브 파운드 케이크,커피빈,케잌,2500
티라미수 롤 ,커피빈,케잌,5900
블루베리 치즈 케익,커피빈,케잌,6200
시카고 치즈 케익,커피빈,케잌,5700
초콜릿 무스 케익,커피빈,케잌,5700
티라미수 큐브,커피빈,케잌,5900
쁘띠 까망베르 치즈 케익,커피빈,케잌,12700
밀 크레이프,커피빈,케잌,5900
멕시칸 불고기 브리또,커피빈,샌드위치,5400
쉬림프 커틀릿 에그 샌드위치 ,커피빈,샌드위치,5700
이탈리안 쿡 살라미 샌드위치,커피빈,샌드위치,5900
햄 치즈 프렌치 토스트,커피빈,샌드위치,4800
그릭 치킨 샌드위치,커피빈,샌드위치,5200
에그 베이컨 브리오쉬,커피빈,샌드위치,4600
루꼴라&햄 페스토 샌드위치,커피빈,샌드위치,5200
크랜베리 치킨 샌드위치,커피빈,샌드위치,4800
B.E.L.T 샌드위치,커피빈,샌드위치,4800
에그 잼 사라다 샌드위치,커피빈,샌드위치,3500
에그 햄 치즈 베이글,커피빈,샌드위치,4200
생크림 카스테라,커피빈,베이커리,5300
무화과타르트,커피빈,베이커리,32000
피칸타르트,커피빈,베이커리,32000
리얼듬뿍 무화과 타르트,커피빈,베이커리,8900
마스카포네 초코 브라우니,커피빈,베이커리,5700
까망베르 치즈 타르트,커피빈,베이커리,5300
리얼듬뿍피칸파이,커피빈,베이커리,8700
버터스카치 머핀,커피빈,베이커리,3800
트리플 초코 머핀,커피빈,베이커리,3800
블루베리 초코칩 스콘,커피빈,베이커리,3500
크로크 무슈,커피빈,베이커리,3900
크림 치즈 머핀 ,커피빈,베이커리,3300
플레인 베이글,커피빈,베이커리,3500
치즈 베이글,커피빈,베이커리,3500
쌀 블루베리 베이글,커피빈,베이커리,3500
햄 치즈 잉글리쉬 머핀,커피빈,베이커리,3500
쉬림프&머쉬룸 파스타 샐러드,커피빈,샐러드,5900
트리플 치즈 샐러드,커피빈,샐러드,5900
수비드 치킨 그레인 샐러드,커피빈,샐러드,5900
다크 초코 보리 건빵,커피빈,기타,2700
인절미 마카롱,커피빈,기타,2800
산딸기 마카롱,커피빈,기타,2800
얼그레이 쇼콜라 마카롱,커피빈,기타,2800
블루베리 마카롱,커피빈,기타,2800
촉촉 모카 쿠키,커피빈,기타,2000
촉촉 초코 쿠키,커피빈,기타,2000
치즈 고구마 칩,커피빈,기타,2900
황금보리 초코 건빵,커피빈,기타,2700
라이스 리얼 초코칩 쿠키,커피빈,기타,2000
쏘시봉,커피빈,기타,1200
콜드브루,탐앤탐스,콜드브루,4600
그린티라떼 콜드브루,탐앤탐스,콜드브루,5300
탄산 콜드브루 (가당),탐앤탐스,콜드브루,4800
탄산 콜드브루 (무가당),탐앤탐스,콜드브루,4800
아이스 카페 아메리카노,탐앤탐스,에스프레소&라떼,4100
아이스 카페라떼,탐앤탐스,에스프레소&라떼,4700
아이스 카라멜 마끼아또,탐앤탐스,에스프레소&라떼,5100
아이스 헤이즐넛 라떼,탐앤탐스,에스프레소&라떼,5100
아이스 바닐라 라떼,탐앤탐스,에스프레소&라떼,5100
아이스 오리엔탈 라떼,탐앤탐스,에스프레소&라떼,5100
아이스 꼰대라떼,탐앤탐스,에스프레소&라떼,4500
아이스 카푸치노,탐앤탐스,에스프레소&라떼,4700
아이스 시나몬 카페모카,탐앤탐스,에스프레소&라떼,5300
아이스 카페모카,탐앤탐스,에스프레소&라떼,5100
아이스 그린민트 카페모카,탐앤탐스,에스프레소&라떼,5300
흑당 카페라떼,탐앤탐스,에스프레소&라떼,5500
카페 아메리카노,탐앤탐스,에스프레소&라떼,4100
바닐라 라떼,탐앤탐스,에스프레소&라떼,5100
카페라떼,탐앤탐스,에스프레소&라떼,4700
카푸치노,탐앤탐스,에스프레소&라떼,4700
카라멜 마끼아또,탐앤탐스,에스프레소&라떼,5100
헤이즐넛 라떼,탐앤탐스,에스프레소&라떼,5100
오리엔탈 라떼,탐앤탐스,에스프레소&라떼,5100
꼰대라떼,탐앤탐스,에스프레소&라떼,4500
카페모카,탐앤탐스,에스프레소&라떼,5100
그린민트 카페모카,탐앤탐스,에스프레소&라떼,5300
시나몬 카페모카,탐앤탐스,에스프레소&라떼,5300
에스프레소,탐앤탐스,에스프레소&라떼,3600
싱글오리진 콜롬비아,탐앤탐스,에스프레소&라떼,5000
싱글오리진 동티모르,탐앤탐스,에스프레소&라떼,5000
싱글오리진 스페셜티,탐앤탐스,에스프레소&라떼,6000
싱글오리진 시다모,탐앤탐스,에스프레소&라떼,5000
싱글오리진 예가체프,탐앤탐스,에스프레소&라떼,5000
싱글오리진 케냐 AA,탐앤탐스,에스프레소&라떼,5000
아이스 싱글오리진 동티모르,탐앤탐스,에스프레소&라떼,5000
아이스 싱글오리진 스페셜티,탐앤탐스,에스프레소&라떼,6000
아이스 싱글오리진 시다모,탐앤탐스,에스프레소&라떼,5000
아이스 싱글오리진 예가체프,탐앤탐스,에스프레소&라떼,5000
아이스 싱글오리진 케냐AA,탐앤탐스,에스프레소&라떼,5000
아이스 싱글오리진 콜롬비아,탐앤탐스,에스프레소&라떼,5000
싱글오리진 디카페인,탐앤탐스,디카페인,5000
아이스 싱글오리진 디카페인,탐앤탐스,디카페인,5000
아이스 초코,탐앤탐스,라떼,4600
아이스 시나몬 초콜릿,탐앤탐스,라떼,4800
아이스 그린민트 초콜릿,탐앤탐스,라떼,4800
그린민트 초콜릿,탐앤탐스,라떼,4800
시나몬 초콜릿,탐앤탐스,라떼,4800
핫 초코,탐앤탐스,라떼,4600
아이스 콘라떼,탐앤탐스,라떼,5000
콘라떼,탐앤탐스,라떼,5000
크림달고나 카페라떼,탐앤탐스,라떼,5500
아이스 군고구마라떼,탐앤탐스,라떼,6500
아이스 그린라떼,탐앤탐스,라떼,5000
군고구마 라떼,탐앤탐스,라떼,6500
그린라떼,탐앤탐스,라떼,5000
흑당 단호박 라떼,탐앤탐스,라떼,5500
바닐라 탐앤치노,탐앤탐스,프라페,5500
자바칩 탐앤치노,탐앤탐스,프라페,6000
에스프레소 탐앤치노,탐앤탐스,프라페,5500
월넛 탐앤치노,탐앤탐스,프라페,6000
카라멜 탐앤치노,탐앤탐스,프라페,5500
그린티 초코칩 탐앤치노,탐앤탐스,프라페,7500
그린민트 초코 탐앤치노,탐앤탐스,프라페,5700
그린티 탐앤치노,탐앤탐스,프라페,5600
딸기 요거트 쉐이크,탐앤탐스,쉐이크,6000
망고 요거트 쉐이크,탐앤탐스,쉐이크,6000
키위 바나나 스무디,탐앤탐스,스무디,6700
딸기 바나나 스무디,탐앤탐스,스무디,6700
블라썸 스무디,탐앤탐스,스무디,6000
망고패션 콜라겐 요거트스무디,탐앤탐스,스무디,6500
석류 콜라겐 요거트스무디,탐앤탐스,스무디,6500
콜라겐 요거트스무디,탐앤탐스,스무디,6500
곡성 멜론 스무디,탐앤탐스,스무디,6500
딸기 스무디,탐앤탐스,스무디,5000
망고 스무디,탐앤탐스,스무디,5000
블루베리 스무디,탐앤탐스,스무디,5000
플레인 요거트 스무디,탐앤탐스,스무디,5500
소프트 플레인 요거트 스무디,탐앤탐스,스무디,7000
딸기 요거트 스무디,탐앤탐스,스무디,5500
망고 요거트 스무디,탐앤탐스,스무디,5500
블루베리 요거트 스무디,탐앤탐스,스무디,5500
블루 레몬 슬러시,탐앤탐스,스무디,5000
자몽 후레쉬 주스,탐앤탐스,과일주스,4800
스트로베리 주스,탐앤탐스,과일주스,6500
밀싹케일 주스,탐앤탐스,과일주스,6500
블랙베리 주스,탐앤탐스,과일주스,6500
당근사과 주스,탐앤탐스,과일주스,6500
비트파인애플 주스,탐앤탐스,과일주스,6500
수박주스,탐앤탐스,과일주스,6500
오렌지 자몽 주스,탐앤탐스,과일주스,4800
오렌지 후레쉬 주스,탐앤탐스,과일주스,4800
국내산 딸기주스,탐앤탐스,과일주스,6000
파인애플 주스,탐앤탐스,과일주스,6500
마시는요거트(딸기),탐앤탐스,요거트,6500
마시는요거트(복숭아),탐앤탐스,요거트,6500
마시는요거트(블루베리),탐앤탐스,요거트,6500
마시는요거트(유자),탐앤탐스,요거트,6500
마시는요거트(플레인),탐앤탐스,요거트,5500
마시는요거트(아보카도),탐앤탐스,요거트,6500
자몽 에이드,탐앤탐스,에이드,4800
오렌지 에이드,탐앤탐스,에이드,4800
블루 레몬 에이드,탐앤탐스,에이드,6500
레몬 에이드,탐앤탐스,에이드,4800
레몬 아이스티,탐앤탐스,티,4100
복숭아 아이스티,탐앤탐스,티,4100
아이스 레몬티,탐앤탐스,티,4800
아이스 유자차,탐앤탐스,티,4500
아이스 자몽티,탐앤탐스,티,4800
아이스 캐모마일,탐앤탐스,티,4200
아이스 페퍼민트,탐앤탐스,티,4200
얼그레이,탐앤탐스,티,4200
잉글리쉬 블랙퍼스트,탐앤탐스,티,4200
레몬티,탐앤탐스,티,4800
로얄 밀크티,탐앤탐스,티,5000
로즈마리,탐앤탐스,티,4200
루이보스,탐앤탐스,티,4200
베이비 그린티,탐앤탐스,티,4200
아이스 로즈마리,탐앤탐스,티,4200
아이스 베이비 그린티,탐앤탐스,티,4200
아이스 얼그레이,탐앤탐스,티,4200
아이스 잉글리쉬 블랙퍼스트,탐앤탐스,티,4200
아이스 쟈스민,탐앤탐스,티,4200
유자차,탐앤탐스,티,4500
자몽티,탐앤탐스,티,4800
쟈스민,탐앤탐스,티,4200
캐모마일,탐앤탐스,티,4200
페퍼민트,탐앤탐스,티,4200
흑당 버블티,탐앤탐스,티,6000
